time,rating,free_text,surgery,pcn,jev_sentiment,jev_sentiment_confidence,jev_primary_topic,jev_primary_topic_confidence,jev_secondary_topics,jev_secondary_topic_scores,jev_sentiment_strength,jev_sentiment_strength_confidence,jev_actionability,jev_actionability_confidence,jev_urgency,jev_urgency_confidence
4/8/25 19:05,Very good,an evening appointment was booked for me and the doctor shared plans and booked relevant pills to best alleviate leg pain due to lumbar spine problem Many thanks PERSON he also shared these plans with you,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.99,Treatment Effectiveness and Safety,0.53,Prescriptions and Medication Management | Patient Information and Education,"{""Appointment Availability and Lead Times"": 0.06, ""Clinical Assessment and Diagnosis"": 0.15, ""Consultation Communication and Listening"": 0.47, ""Digital Booking and Online Systems"": 0.06, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.3, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.15, ""Patient Information and Education"": 0.62, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.76, ""Reception Service"": 0.05, ""Referral, Specialist and Hospital Coordination"": 0.04, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.2, ""Staff Professionalism and Knowledge"": 0.45, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.16, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",2.13,0.76,0.31,0.69,0.54,0.46
5/2/26 1:41,Very good,The doctor was really patient listened to all of my comcerns and already sorted further management of my medical complaint reception was also great Did not rush in any way at all,The-Good-Practice,Brompton-Health-PCN,Positive,1.0,Consultation Communication and Listening,1.0,Reception Service | Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.15, ""Consultation Communication and Listening"": 0.93, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.07, ""Feedback and Complaints Handling"": 0.09, ""Follow-up and Continuity of Care"": 0.31, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.35, ""Patient Information and Education"": 0.15, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.05, ""Reception Service"": 0.91, ""Referral, Specialist and Hospital Coordination"": 0.04, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.14, ""Staff Kindness and Empathy"": 0.74, ""Staff Professionalism and Knowledge"": 0.57, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.06, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.13, ""Website and Practice Information"": 0.03}",2.92,0.91,0.0,1.0,0.01,0.99
10/15/25 10:40,Very good,Excellent service Kind caring and efficient Many thanks,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.73,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.14, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.54, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.1, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.8, ""Staff Professionalism and Knowledge"": 0.3, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.04, ""Website and Practice Information"": 0.02}",2.99,0.95,0.0,1.0,0.0,1.0
9/14/26 12:46,Very good,I saw Dr PERSON for the first time today He listened considered and discussed his opinion with me Very helpful consultation,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Consultation Communication and Listening,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.16, ""Consultation Communication and Listening"": 0.87, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.04, ""Overall Service and Practice"": 0.19, ""Patient Information and Education"": 0.31, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.08, ""Staff Kindness and Empathy"": 0.31, ""Staff Professionalism and Knowledge"": 0.45, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.04,0.92,0.0,1.0,0.0,1.0
4/6/26 21:36,Very good,Excellent service Dr PERSON very helpful and understanding,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.74,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.48, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.04, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.05, ""Overall Service and Practice"": 0.48, ""Patient Information and Education"": 0.08, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.09, ""Staff Kindness and Empathy"": 0.79, ""Staff Professionalism and Knowledge"": 0.38, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.93,0.93,0.0,1.0,0.01,0.99
6/20/25 15:36,Very good,The service offered by the Chelsea Practice is head and shoulders above any others I have used or my family use,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,Overall Service and Practice,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.04, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.77, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.05, ""Staff Professionalism and Knowledge"": 0.08, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.03}",3.68,0.74,0.0,1.0,0.04,0.96
2/28/24 17:06,Very good,The triage phone back system does not work at all well for people with jobs,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Telephone Access,0.93,,"{""Appointment Availability and Lead Times"": 0.07, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.16, ""Digital Booking and Online Systems"": 0.04, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.14, ""Follow-up and Continuity of Care"": 0.43, ""Mental Health Support"": 0.08, ""Overall Service and Practice"": 0.23, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.15, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.12, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.03, ""Telephone Access"": 0.78, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",2.69,0.7,1.97,0.47,1.77,0.66
7/22/26 5:31,Very good,Dr PERSON is very attentive caring and informative She takes careful and well thought out medical action and I feel heard and well looked after Also the male nurse or medical assistant I saw recently looked after me very well and took blood much better than at the C W hospital,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.44,Consultation Communication and Listening | Staff Kindness and Empathy | Patient Information and Education,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.16, ""Consultation Communication and Listening"": 0.8, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.08, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.33, ""Patient Information and Education"": 0.73, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.05, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.11, ""Staff Kindness and Empathy"": 0.88, ""Staff Professionalism and Knowledge"": 0.81, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.18, ""Treatment Effectiveness and Safety"": 0.22, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.91,0.92,0.42,0.58,0.09,0.91
8/2/25 14:03,Very good,My entire journey was agreeable from the signing presents waiting room till seeing the Doctor and eventually leave the Medical centre,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,0.94,Overall Service and Practice,0.98,,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.05, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.06, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.45, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.25, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.09, ""Staff Professionalism and Knowledge"": 0.06, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.13, ""Website and Practice Information"": 0.02}",1.7,0.67,0.0,1.0,0.01,0.99
2/12/24 21:36,Very good,Your people really made an effort andinvestigated and tried to define my problem better,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.98,Clinical Assessment and Diagnosis,0.93,Consultation Communication and Listening | Staff Professionalism and Knowledge,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.55, ""Consultation Communication and Listening"": 0.61, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.37, ""Follow-up and Continuity of Care"": 0.13, ""Mental Health Support"": 0.06, ""Overall Service and Practice"": 0.31, ""Patient Information and Education"": 0.13, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.05, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.04, ""Staff Kindness and Empathy"": 0.28, ""Staff Professionalism and Knowledge"": 0.65, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.45, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.81,0.79,0.02,0.98,0.19,0.81
2/4/26 12:04,Neither good nor poor,Very difficult to meet with different doctors,The-Good-Practice,Brompton-Health-PCN,Negative,1.0,Appointment Availability and Lead Times,0.79,,"{""Appointment Availability and Lead Times"": 0.84, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.05, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.59, ""Mental Health Support"": 0.06, ""Overall Service and Practice"": 0.36, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.15, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.11, ""Referral, Specialist and Hospital Coordination"": 0.5, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.02, ""Staff Professionalism and Knowledge"": 0.04, ""Telephone Access"": 0.05, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.2, ""Website and Practice Information"": 0.05}",2.07,0.83,2.06,0.45,1.25,0.53
5/1/26 17:55,Very good,Every member of staff was helpful and knew exactly what they were doing Very impressive Thank you,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.12, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.49, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.07, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.42, ""Staff Professionalism and Knowledge"": 0.89, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.13,0.88,0.0,1.0,0.01,0.99
